Order ID,Order Date,Delivery date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,,,,
CA-2014-120670,11-02-2014,11-06-2014,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,,,,
CA-2016-157259,2016-24-12,2016-28-12,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0,207.8856,,,,
CA-2015-124975,2015-22-06,2015-25-06,First Class,MG-17875,Michael Grace,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Tables,Hon Rectangular Conference Tables,796.425,7,0.5,-525.6405,,,,
CA-2014-141649,2014-30-09,2014-30-09,Same Day,DM-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,,,,
CA-2015-110457,03-02-2015,03-06-2015,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813,,,,
CA-2016-153318,2016-25-10,2016-28-10,First Class,JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,78.396,,,,
CA-2014-121573,11-03-2014,11-07-2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,Technology,Phones,Panasonic KX-TG9471B,783.96,4,0,219.5088,,,,
CA-2016-164770,12-02-2016,12-04-2016,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,Sauder Camden County Collection Library,781.864,10,0.32,-137.976,,,,
CA-2014-103373,2014-18-05,2014-24-05,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558,,,,
US-2017-141558,03-11-2017,2017-16-03,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85,5,0.4,-181.265,,,,
CA-2016-161025,12-03-2016,12-09-2016,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.1752,,,,
CA-2014-163447,2014-27-12,2014-31-12,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,0.1,161.9674,,,,
US-2017-124968,09-08-2017,2017-13-09,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625,,,,
CA-2014-168494,12-12-2014,2014-14-12,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586,,,,
CA-2017-152093,09-10-2017,2017-15-09,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.8,-1143.891,,,,
US-2017-148551,01-12-2017,2017-16-01,Standard Class,DB-13120,David Bremer,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47,,,,
CA-2017-128944,2017-19-06,2017-21-06,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,Global Ergonomic Managers Chair,760.116,6,0.3,-43.4352,,,,
CA-2014-138940,04-11-2014,2014-16-04,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232,,,,
CA-2016-120369,2016-28-10,2016-28-10,Same Day,VB-21745,Victoria Brennan,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0,75.68,,,,
CA-2016-156300,2016-29-12,01-02-2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0,60.356,,,,
CA-2017-137631,2017-28-04,05-02-2017,Standard Class,JL-15235,Janet Lee,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,Samsung Galaxy S4 Mini,751.984,2,0.2,84.5982,,,,
CA-2017-121741,2017-26-12,2017-26-12,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0,37.534,,,,
US-2015-154389,2015-27-11,12-03-2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,LG Exalt,748.752,8,0.4,-162.2296,,,,
US-2016-157945,2016-26-09,10-01-2016,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146,,,,
CA-2014-134572,2014-20-04,2014-22-04,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,,,,
CA-2016-133816,05-10-2016,2016-13-05,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743.988,2,0.4,-123.998,,,,
US-2014-167262,2014-31-10,11-03-2014,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5128,,,,
CA-2017-150497,2017-20-07,2017-24-07,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191,,,,
US-2016-100839,2016-13-10,2016-17-10,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,,,,
US-2016-160528,2016-23-08,2016-30-08,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,0.2,-172.7328,,,,
CA-2017-163979,2017-28-12,01-02-2018,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,,,,
CA-2017-108539,2017-21-03,2017-23-03,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936,,,,
CA-2017-157931,2017-17-09,2017-22-09,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0,188.2192,,,,
CA-2017-124765,2017-25-11,2017-30-11,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5,0.2,-81.441,,,,
CA-2017-168389,12-11-2017,2017-17-12,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420,,,,
CA-2017-100951,06-09-2017,06-10-2017,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057,,,,
CA-2014-140473,2014-30-05,06-03-2014,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,719.976,3,0.2,134.9955,,,,
CA-2014-103492,10-10-2014,2014-15-10,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,Motorola Droid Maxx,719.952,6,0.2,71.9952,,,,
CA-2017-112529,2017-19-11,2017-21-11,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,6,0.3,-71.8116,,,,
CA-2015-142202,2015-18-09,2015-23-09,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.388,,,,
CA-2015-121783,11-10-2015,2015-14-11,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,0,178.91,,,,
CA-2016-112585,2016-30-07,08-02-2016,First Class,RW-19630,Rob Williams,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,0,178.91,,,,
CA-2015-162887,11-07-2015,11-09-2015,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0,178.8,,,,
CA-2016-127369,06-06-2016,06-07-2016,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147,,,,
CA-2015-158659,11-10-2015,2015-14-11,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147,,,,
CA-2017-156776,08-07-2017,08-11-2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,Technology,Phones,Polycom VoiceStation 500 Conference phone,707.88,3,0.2,44.2425,,,,
CA-2017-117401,2017-18-05,2017-22-05,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208,,,,
CA-2016-168543,07-03-2016,07-07-2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208,,,,
CA-2016-118626,2016-15-08,2016-20-08,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544,,,,
CA-2016-164574,2016-29-07,08-03-2016,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,5,0.2,26.4285,,,,
US-2016-157490,10-06-2016,10-07-2016,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,0.7,-938.28,,,,
CA-2017-143756,12-02-2017,12-05-2017,First Class,ME-17725,Max Engle,Consumer,United States,Salem,Virginia,24153,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0,168.4704,,,,
US-2017-109610,2017-25-11,2017-30-11,Second Class,BS-11590,Brendan Sweed,Corporate,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0,168.4704,,,,
US-2016-156097,2016-19-09,2016-19-09,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098,,,,
CA-2014-155887,05-12-2014,2014-17-05,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,,,,
CA-2016-109722,12-05-2016,12-07-2016,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324,South,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944,,,,
US-2014-147627,2014-20-01,2014-26-01,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818,,,,
CA-2016-105081,2016-25-12,2016-30-12,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,,,,
CA-2017-126914,2017-15-06,2017-19-06,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,,,,
CA-2016-127670,2016-20-03,2016-24-03,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0,146.4036,,,,
CA-2015-150875,2015-16-11,2015-20-11,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0,160.1766,,,,
CA-2017-113481,01-02-2017,01-04-2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,,,,
CA-2016-147368,06-09-2016,06-12-2016,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,,,,
CA-2017-119578,2017-22-12,2017-27-12,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0,34.758,,,,
CA-2016-154662,06-09-2016,2016-16-06,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0,173.235,,,,
CA-2015-166975,2015-26-11,2015-30-11,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,11,0.2,190.4298,,,,
CA-2017-161053,2017-22-09,2017-23-09,First Class,JE-15745,Joel Eaton,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,691.96,4,0,318.3016,,,,
CA-2015-103954,08-09-2015,2015-13-08,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0,48.118,,,,
CA-2016-158260,11-04-2016,11-08-2016,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,California,92037,West,Technology,Machines,Okidata B400 Printer,686.4,2,0.2,77.22,,,,
CA-2017-113558,2017-21-10,2017-26-10,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747,,,,
CA-2014-159310,11-07-2014,11-12-2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.3,0,,,,
CA-2017-113530,2017-19-05,2017-21-05,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,12,0.2,42.588,,,,
CA-2017-144526,2017-30-04,05-06-2017,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102,,,,
CA-2016-127138,03-12-2016,2016-15-03,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0,6.7655,,,,
CA-2015-157084,2015-19-12,2015-24-12,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495,,,,
CA-2017-146192,2017-22-04,2017-26-04,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,675.06,3,0,87.7578,,,,
US-2014-161613,12-01-2014,12-03-2014,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588,,,,
CA-2014-128055,2014-31-03,04-05-2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,,,,
CA-2017-130505,10-12-2017,10-12-2017,Same Day,NF-18385,Natalie Fritzler,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,3,0.3,-76.9536,,,,
CA-2015-110744,09-07-2015,09-12-2015,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579,,,,
CA-2014-125829,11-04-2014,11-11-2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7,0.2,66.6344,,,,
CA-2014-105893,11-11-2014,2014-18-11,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0,13.3176,,,,
CA-2015-107937,05-03-2015,05-08-2015,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Chula Vista,California,91911,West,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.5408,,,,
US-2017-120089,2017-30-11,2017-30-11,Same Day,ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992,,,,
CA-2017-120168,2017-25-05,2017-25-05,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,5,0.2,207.475,,,,
CA-2016-125080,2016-21-10,2016-26-10,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,-231.4116,,,,
CA-2014-150798,12-01-2014,12-03-2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,0.4,109.998,,,,
CA-2014-166051,2014-31-05,06-05-2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,Samsung Galaxy Note 3,659.97,3,0,197.991,,,,
US-2016-163881,2016-24-11,2016-30-11,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767,,,,
CA-2017-117198,2017-31-08,09-05-2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767,,,,
CA-2016-120530,04-07-2016,04-12-2016,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,0.1,146.388,,,,
CA-2016-139395,12-12-2016,2016-18-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,Jabra SPEAK 410,657.93,7,0,184.2204,,,,
CA-2016-132731,2016-24-11,2016-28-11,Standard Class,GA-14515,George Ashbrook,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,AT&T 1080 Phone,657.552,6,0.2,49.3164,,,,
CA-2014-169803,04-06-2014,04-12-2014,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035,,,,
US-2017-117247,10-09-2017,2017-14-10,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617,,,,
CA-2017-109183,12-04-2017,12-09-2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,Okidata C610n Printer,649,2,0.5,-272.58,,,,
CA-2017-155698,03-08-2017,03-11-2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384,,,,
CA-2014-136644,2014-16-06,2014-22-06,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,8,0,32.392,,,,
US-2015-120161,2015-18-12,2015-23-12,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246,,,,
CA-2017-139717,2017-24-08,2017-26-08,Second Class,DM-13015,Darrin Martin,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,0.2,64.6272,,,,
CA-2014-163034,2014-24-11,2014-28-11,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,646.2,5,0.2,-8.0775,,,,
CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,,,,
CA-2016-157245,2016-19-05,2016-24-05,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0,179.7488,,,,
US-2015-136987,04-11-2015,2015-14-04,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,0.2,215.9892,,,,
US-2014-156559,2014-19-08,2014-26-08,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638.82,9,0,172.4814,,,,
CA-2017-143574,2017-29-06,07-02-2017,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0,185.2578,,,,
CA-2017-133004,2017-31-08,09-05-2017,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,9,0,166.0698,,,,
CA-2016-142398,04-12-2016,2016-16-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,0.2,-31.9144,,,,
CA-2016-145730,03-03-2016,03-08-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,,,,
US-2014-140116,03-10-2014,2014-17-03,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,0.2,-15.9102,,,,
CA-2014-113880,03-01-2014,03-05-2014,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,6,0.3,-172.1172,,,,
CA-2015-141040,10-09-2015,2015-13-10,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0,303.3408,,,,
CA-2016-120355,2016-18-09,2016-25-09,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Chairs,Global Leather Executive Chair,631.782,2,0.1,140.396,,,,
CA-2017-155075,12-02-2017,12-09-2017,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,,,,
CA-2016-130820,2016-15-11,2016-15-11,Same Day,ON-18715,Odella Nelson,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.5076,,,,
CA-2014-128846,04-07-2014,04-12-2014,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,AT&T TR1909W,629.95,5,0,163.787,,,,
CA-2017-159156,2017-13-11,2017-16-11,First Class,KB-16600,Ken Brennan,Corporate,United States,New York City,New York,10009,East,Technology,Phones,Nokia Lumia 925,629.95,5,0,163.787,,,,
CA-2014-125997,2014-20-09,2014-23-09,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011,East,Technology,Phones,Ooma Telo VoIP Home Phone System,629.95,5,0,157.4875,,,,
CA-2017-103968,12-01-2017,12-07-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9,0,107.0388,,,,
